																																		Class	blank	chow	chow	chow	chow	chow	chow	chow	chow	fishoil	fishoil	fishoil	fishoil	fishoil	fishoil	fishoil	fishoil	iQC	iQC	iQC	ISTD	lard	lard	lard	lard	lard	lard	lard	lard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
																																		File type	Blank	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	QC	QC	QC	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
																																		Injection order	22	18	10	19	23	20	7	4	14	6	26	2	11	24	27	3	16	1	15	29	12	13	21	25	9	5	17	28	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
																																		Batch ID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Average	Average	Average	Average	Average	Average	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev
Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	blank_pos	chow_1_pos	chow_13_pos	chow_2_pos	chow_3_pos	chow_4_pos	chow_5_pos	chow_6_pos	chow_7_pos	fishoil_11_pos	fishoil_12_pos	fishoil_13_pos	fishoil_14_pos	fishoil_15_pos	fishoil_5_pos	fishoil_8_pos	fishoil_9_pos	iQC_1_pos	iQC_2_pos	iQC_3_pos	ISTD_pos	lard_1_pos	lard_11_pos	lard_12_pos	lard_13_pos	lard_14_pos	lard_15_pos	lard_6_pos	lard_7_pos	blank	chow	fishoil	iQC	ISTD	lard	blank	chow	fishoil	iQC	ISTD	lard
185	4.393	356.35229	NAE 20:0	[M+H]+	null	0.90	True	7.467	356.35229	C22H45NO2	NAE	AUJVQJHODMISJP-UHFFFAOYSA-N	O=C(NCCO)CCCCCCCCCCCCCCCCCCC	410	False	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Msp20250929174203_NCDK_conventional_converted_dev_1; Tag: Confirmed	False	False	185	0	0.00	1.00	0.735	0.645	0.866	1.00	2.00	2.453	69.77	fishoil_5_pos	356.35233:556942 357.35699:129283 358.36166:51646	243.63480:4795 288.20615:4834 332.94650:5765 338.34155:154809 356.35196:199430	62669.0725549974	17828721.3116938	14536588.4503073	17196009.6421381	22026259.4930634	14814185.9478956	17894765.7178201	15018194.4039804	15949870.3272782	16081287.9042272	20285812.2741863	13964767.9223472	17134133.660326	19842812.19625	19823437.4573512	14650584.2401526	9835595.4811771	15170735.0878003	18130533.9971971	15170735.9765179	21676594.7235576	14932231.4317075	19852280.6387431	10330772.3304443	15588317.7910585	14132551.7517523	19308809.6310651	25992589.3016016	12885354.5612411	62669.0725549974	16908074.4117721	16452303.8920022	16157335.0205051	21676594.7235576	16627863.4297017	0	2466865.90483253	3612938.62165848	1708840.44053681	0	4915348.58302914
186	2.520	356.35242	NAE 20:0	[M+H]+	null	0.97	True	7.467	356.35229	C22H45NO2	NAE	AUJVQJHODMISJP-UHFFFAOYSA-N	O=C(NCCO)CCCCCCCCCCCCCCCCCCC	410	False	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Msp20250929174203_NCDK_conventional_converted_dev_1; Tag: Confirmed	False	False	186	0	0.00	1.00	0.990	0.861	0.866	1.00	2.00	2.554	2429.57	lard_12_pos	356.35242:15406046 357.35708:3678800 358.36175:1809472	102.99548:8800 106.09409:51068 135.67206:9367 141.42519:9163 170.81235:9379 338.34152:135747 356.35251:11578188	285649.191090738	426779893.893336	377679783.316024	396360718.266124	488901067.455603	354681254.461439	407278345.147209	425086049.728311	399920947.193912	482568982.614429	462265202.151167	392614221.699171	322087897.129795	440610952.049285	540988387.145798	455038395.763417	376600288.137996	414972480.987635	508027081.272766	414972466.171785	397776362.658321	386240774.080133	462342762.403124	273482083.591064	439973167.270882	414145905.962079	417317445.174358	471856953.358018	356313245.922789	285649.191090738	409586007.432745	434096790.836382	445990676.144062	397776362.658321	402709042.220306	0	39880080.5874407	68266761.2916021	53725102.8009211	0	64579759.2224789
256	2.412	403.36102	d3-Ac(16:0) [IS]	[M+H]+	null	0.97	True	2.464	403.36078	null	null	null	null	330	True	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Lipid_ISTD_pos_2; Tag: Confirmed	False	False	256	0	1.00	1.00	0.849	0.850	0.929	2.00	1.00	1.293	11.81	chow_13_pos	403.36118:1342989 404.36584:326305 405.37051:26880	129.02095:21376 139.00215:10436 157.01306:21370 185.08076:34971 209.37381:8932 209.39809:21101 213.07576:13227 217.03464:12468 239.23706:6883 259.15302:13240 273.09613:5242 304.41077:6373 329.07352:6233 329.16049:7888 341.26807:21306 344.09683:6549 403.36002:518040	3528557.38289593	19729543.8550733	19709824.2182587	19703154.3109586	23995710.8146069	16608814.7790961	20484716.6751987	17383797.2007014	20451977.4524236	19694251.8123353	21164325.0199534	26373121.1511649	21218459.6028416	20297010.7243994	19822136.3898843	23830784.931175	18378099.6884576	19536493.2394477	20841895.8507711	19536493.9908735	25077898.4646751	20101657.1516309	21762256.6798064	13532699.1738365	20662596.4070373	21940797.8961023	21825351.2772988	22106880.3893995	17105169.0000473	3528557.38289593	19758442.4132897	21347273.6650264	19971627.6936974	25077898.4646751	19879675.9968949	0	2220947.62298753	2576115.72869622	753674.332130538	0	3051525.82638125
293	1.847	426.26151	LPE 14:0 [IS]	[M+H]+	null	0.97	True	2.085	426.26175	C19H40NO7P	null	RPXHXZNGZBHSMJ-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCCCCC	330	True	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Lipid_ISTD_pos_2; Tag: Confirmed	False	False	293	0	0.97	1.00	0.593	0.902	0.741	3.00	0.23	1.020	52.86	chow_2_pos	426.26187:1095348 427.26654:206355 428.27121:20670	104.14604:5147 125.53487:6484 197.56242:5119 208.84361:19584 212.72493:5034 285.24298:116501 304.41660:11945 408.25244:23218 426.26257:17144	13773.5161184038	12112993.8589813	10089658.7986543	11603868.9645834	14106012.4817657	10163134.1573434	11879074.4365047	9116948.47854242	12446437.8412068	9954860.4813129	11734075.3034509	11874526.6244873	11668296.5268655	10816927.0339317	11634359.9900496	12606549.8954815	11736719.0249483	12238869.8416776	12033122.8090614	12238870.6101993	16738815.9192206	11206072.0376492	13452989.3107329	10296973.8470534	12648088.4802219	11523855.3571739	13146690.2236825	14176029.7090365	10553227.2453767	13773.5161184038	11439766.1271978	11503289.360066	12170287.7536461	16738815.9192206	12125490.7763659	0	1587607.16118337	790649.334050738	118788.326519687	0	1429570.45051054
354	2.712	480.30884	LPE 18:1	[M+H]+	null	0.07	True	6.366	480.30850	C23H46NO7P	LPE	PYVRVRFVLRNJLY-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC	410	False	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Msp20250929174203_NCDK_conventional_converted_dev_1; Tag: Confirmed	False	False	354	0	0.00	1.00	0.578	0.536	0.736	2.00	2.00	2.340	23.83	chow_5_pos	480.30859:359919 481.31326:95592 482.31793:24995	147.24411:5579 208.26762:42873 217.10497:5763 240.98653:6065 282.46503:6146 308.29712:5863 339.28949:43640 462.29654:11763 480.30945:19610	48090.2466781288	3603799.61060572	3530367.83611569	4445262.42373415	3973155.08833876	3614522.13856225	5655294.38394555	3103590.0057157	6115192.42375986	1249355.49597491	1604062.73648815	2692401.37192214	1195251.40489189	1905606.06472357	1471410.39631276	2044837.55388621	1378510.11475773	2740675.16297438	2868350.60238569	2740675.09806569	86253.0697411846	2145627.89766287	2941229.45580629	1761452.02850226	3051097.75584123	1954644.56546617	4038208.44203244	3292595.50221287	1879360.17647703	48090.2466781288	4255147.98884721	1692679.39236967	2783233.62114192	86253.0697411846	2633026.97800014	0	1083769.01664281	502605.080707991	73713.4680505581	0	819821.812439574
356	3.737	482.32440	LPE 18:0	[M+H]+	null	0.66	True	6.828	482.32410	C23H48NO7P	LPE	BBYWOYAFBUOUFP-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCCC	410	False	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Msp20250929174203_NCDK_conventional_converted_dev_1; Tag: Confirmed	False	False	356	0	0.00	1.00	0.712	0.633	0.802	2.00	2.00	2.417	37.92	fishoil_14_pos	482.32434:506177 483.32901:96282 484.33368:14681	209.19136:25593 217.97841:5673 223.21228:6268 251.16199:6050 341.30539:76416 348.91333:5581 364.02686:6570 464.31296:14755 482.32376:16508	20743.0129698254	4955792.17780556	3957102.44436926	4473262.13565063	5785926.61592152	3825731.99090555	6279850.56475117	3517129.68704192	8248202.12042275	7587334.79632258	9151191.74917161	7771656.7601292	7736850.77474297	8735716.71391326	8440644.02890817	10824976.1215331	6795070.76185943	6333577.57141748	6721643.16423121	6333577.3039408	46529.7364826059	5091439.12171881	4744611.36239415	4283169.42803832	6625263.29896047	5181067.87508236	9014944.3874683	6374849.32546577	4688747.46127456	20743.0129698254	5130374.71710855	8380430.21332254	6462932.67986316	46529.7364826059	5750511.53255034	0	1586342.90730939	1232123.4159814	224049.851688149	0	1552068.83433343
361	7.918	488.39502	TG 24:0|TG 8:0_8:0_8:0	[M+NH4]+	null	0.07	True	7.778	488.39459	C27H50O6	TG	VLPFTAMPNXLGLX-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCC)COC(=O)CCCCCCC)CCCCCCC	410	False	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Msp20250929174203_NCDK_conventional_converted_dev_1; Tag: Confirmed	False	False	361	0	0.00	1.00	0.824	0.879	0.849	1.00	2.00	2.514	42.99	chow_1_pos	488.39502:739672 489.39969:163112 490.40436:0	109.10768:6702 127.11515:32634 304.41263:10391 327.25296:178108	797743.857020424	13041931.9374927	6512168.91238958	2879480.31196549	6147488.6034467	2511058.96240078	6636724.29533637	4888193.23011672	2298199.83288065	2067968.30245847	9523471.89401789	1934158.20730235	2410430.82416	11580953.0870608	3593681.8850558	1249221.52624831	2652524.21853816	3749978.552479	4207182.32588762	3749978.73550733	4191095.78626197	10276353.6262249	11694566.5583729	5609577.98138802	1074608.67447223	3910790.51316301	3714940.92986782	4426008.74343095	880564.548463122	797743.857020424	5614405.76075362	4376551.24310522	3902379.87129131	4191095.78626197	5198426.44692288	0	3503847.2985908	3908233.2750253	263966.668816269	0	3932636.25593784
382	2.420	496.34009	LPC 16:0/0:0	[M+H]+	null	0.93	True	6.131	496.33981	C24H50NO7P	LPC	ASWBNKHCZGQVJV-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC	410	False	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Msp20250929174203_NCDK_conventional_converted_dev_1; Tag: Confirmed	False	False	382	0	0.00	1.00	0.842	0.888	0.928	3.00	2.00	2.554	392.91	lard_11_pos	496.34021:3544075 497.34488:921376 498.34955:112087	104.11481:353826 125.00271:7523 184.07362:547010 258.11063:11094 284.61099:5257 313.27451:16121 316.02209:6826 478.33069:80572 496.34036:730862	36570.6565598544	67744532.6816702	62975496.1523	75785781.9567029	87573651.4581179	60465523.0514776	82553104.2293876	60329147.8052868	116748772.46438	56918793.3853207	76961982.3250076	77205186.1997804	63763851.4101956	69813517.4942183	73594820.5698893	104202283.996122	60929344.4532458	70267950.6259412	71777862.6634816	70267956.218394	160020.228342812	52844311.7241162	54393781.9759118	41987573.2292624	66918863.1870088	51216703.8224386	70529042.631929	72781613.3184946	57003655.2097542	36570.6565598544	76772001.2249153	72923722.4792224	70771256.5026056	160020.228342812	58459443.1373644	0	19113641.5996698	14672796.6463067	871746.50692901	0	10665833.0948083
387	1.986	502.29291	LPE 20:4	[M+H]+	null	0.14	True	5.813	502.29279	C25H44NO7P	LPE	JPNPIRVRGLGTRE-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCC=CCC=CCC=CCC=CCC	410	False	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Msp20250929174203_NCDK_conventional_converted_dev_1; Tag: Confirmed	False	False	387	0	0.00	1.00	0.792	0.746	0.860	1.00	2.00	2.484	38.71	lard_6_pos	502.29291:378402 503.29758:97615 504.30224:14612	111.01084:5185 125.93050:5146 208.66124:36018 361.27435:90052 435.91211:5777	90102.1877447213	2325470.4548157	2292881.65202602	2467843.4853389	2759027.01038765	2126136.01079999	3546630.8873075	2195365.93482796	4080726.15974319	1040563.03960539	1167965.47773088	1407418.05531426	991599.694673142	961529.826715178	919484.786810161	1358597.45214679	755163.819138575	2391386.30431954	2312759.61311989	2391386.20942275	87476.8857733106	2888110.32134533	2676195.49865825	2614200.53638682	4537784.31458046	3259668.0021084	4983202.12996213	4871195.95468025	3190889.10782334	90102.1877447213	2724260.19940587	1075290.2690168	2365177.37562073	87476.8857733106	3627655.73319312	0	713728.050640847	222668.345264753	45395.1139352871	0	1001264.04653558
402	2.907	510.35593	LPC 17:0/0:0 [IS]	[M+H]+	null	0.97	True	3.200	510.35611	C25H52NO7P	null	SRRQPVVYXBTRQK-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCC	330	True	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Lipid_ISTD_pos_2; Tag: Confirmed	False	False	402	0	0.96	1.00	0.936	0.993	0.951	6.00	0.50	1.255	303.88	chow_3_pos	510.35587:3190655 511.36053:858574 512.36520:126300	100.45114:7248 104.11469:323694 125.00291:14468 184.07338:521199 258.11035:7344 304.41245:12258 327.28915:16177 489.76788:5717 492.34479:69558 510.35538:650666	2741.12750394868	48048620.2547476	44441842.6971825	47350755.4231714	58473138.6803039	40964530.9663771	47070448.1609085	39595701.1800478	49799214.7317253	41630470.3506844	50078595.304287	41476364.581093	48522580.6289364	47627117.2592089	45849248.405994	52469974.9315549	45061044.0094042	45775929.9651565	47993509.7234401	45775931.2924045	57983771.9403682	46251303.9339922	52443264.9454939	32007303.1445893	50114749.6608117	47495094.1586389	54279645.2391702	52494137.9562612	38705086.8189765	2741.12750394868	46968031.511808	46589424.4338953	46515123.6603337	57983771.9403682	46723823.2322417	0	5836861.08676997	3876439.83801831	1280319.88725115	0	7711694.31313537
410	9.155	516.42615	TG 26:0|TG 8:0_8:0_10:0	[M+NH4]+	null	0.17	True	8.395	516.42590	C29H54O6	TG	OXBFEJBBKCRANO-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCC)COC(=O)CCCCCCCCC)CCCCCCC	410	False	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Msp20250929174203_NCDK_conventional_converted_dev_1; Tag: Confirmed	False	False	410	0	0.00	1.00	0.842	0.905	0.914	2.00	2.00	2.552	43.06	chow_1_pos	516.42609:714996 517.43075:230555 518.43542:0	102.07578:6797 127.11492:21846 154.43147:5776 155.14339:9901 210.52429:20138 327.25333:85426 355.28494:131340	435812.769863548	8631561.49072443	5205358.28274909	3591538.77507813	3495116.25381508	3353431.78803597	11993367.7946577	4580352.80345816	1163367.0071389	1082306.78661422	3630733.40441715	1751405.71094911	2052213.6534018	6068337.70361234	2859620.17923837	1678922.50662149	1502647.24276091	2811560.01483	4645251.3819042	2811559.98650182	729407.916090519	5301936.05805779	6172392.15674106	3220597.03263129	1421879.34859164	2008726.21146261	3123895.64335528	3163625.10394508	381627.708456323	435812.769863548	5251761.77445719	2578273.39845192	3422790.46107867	729407.916090519	3099334.90790513	0	3453487.13099643	1627072.11687324	1058682.21256863	0	1916238.52330423
420	1.955	520.34033	LPC 18:2	[M+H]+	null	0.93	True	5.779	520.33978	C26H50NO7P	LPC	SPJFYYJXNPEZDW-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCCCCC	410	False	True	True	Normalized unit: NormalizedByInternalStandardPeakHeight; Annotation method: Msp20250929174203_NCDK_conventional_converted_dev_1; Tag: Confirmed	False	False	420	0	0.00	1.00	0.946	0.939	0.947	3.00	2.00	2.595	52.11	chow_7_pos	520.34033:1708418 521.34500:481377 522.34967:127484	104.11487:37916 114.40247:5596 125.00291:10024 184.07358:757173 206.20744:7051 219.98837:6445 251.16101:6662 278.64050:5573 322.85727:5359 502.32986:22770 503.31046:6586 520.34021:295498	1107312.82094486	12256531.2711194	13856451.485725	14352285.6878374	15329437.8620681	12582468.6087697	19858736.8202708	13109325.0620678	25885014.5423339	6835415.10810944	6505873.92969459	10167782.1826982	10083104.1272662	6286849.45782847	7129864.85576066	9428485.45447547	5623871.18422667	12534266.0401074	12961773.1057851	12534266.3874446	716362.076442981	9632565.30759951	12609243.2694727	11074870.2685358	18299299.7390449	13020800.7607265	15104641.3592779	17912978.0200033	14283098.7580027	1107312.82094486	15903781.417524	7757655.78750746	12676768.5111124	716362.076442981	13992187.1853329	0	4695557.09496725	1833653.89063918	246821.219181892	0	3061726.15930451
